DSA,FIPS,Duplicate?
LifeNet Health,'51075',0
LifeNet Health,'51077',0
LifeNet Health,'51079',0
LifeNet Health,'51081',0
LifeNet Health,'51083',0
LifeNet Health,'51085',0
LifeNet Health,'51087',0
LifeNet Health,'51089',0
LifeNet Health,'51091',0
LifeNet Health,'51093',0
LifeNet Health,'51095',0
LifeNet Health,'51097',0
Washington Regional Transplant Community,'51099',0
LifeNet Health,'51101',0
LifeNet Health,'51103',0
Tennessee Donor Services,'51105',0
Washington Regional Transplant Community,'51107',0
LifeNet Health,'51109',0
LifeNet Health,'51111',0
LifeNet Health,'51113',0
LifeNet Health,'51115',0
LifeNet Health,'51117',0
LifeNet Health,'51119',0
LifeNet Health,'51121',0
LifeNet Health,'51125',0
LifeNet Health,'51127',0
LifeNet Health,'51131',0
LifeNet Health,'51133',0
LifeNet Health,'51135',0
LifeNet Health,'51137',0
LifeNet Health,'51139',0
LifeNet Health,'51141',0
Carolina Donor Services,'51143',0
LifeNet Health,'51145',0
LifeNet Health,'51147',0
LifeNet Health,'51149',0
Washington Regional Transplant Community,'51153',0
LifeNet Health,'51155',0
LifeNet Health,'51157',0
LifeNet Health,'51161',0
LifeNet Health,'51163',0
LifeNet Health,'51165',0
Tennessee Donor Services,'51167',0
Tennessee Donor Services,'51169',0
LifeNet Health,'51171',0
Tennessee Donor Services,'51173',0
LifeNet Health,'51175',0
Washington Regional Transplant Community,'51177',0
Washington Regional Transplant Community,'51179',0
LifeNet Health,'51181',0
LifeNet Health,'51183',0
LifeNet Health,'51185',0
Washington Regional Transplant Community,'51187',0
Tennessee Donor Services,'51191',0
LifeNet Health,'51193',0
Tennessee Donor Services,'51195',0
LifeNet Health,'51197',0
LifeNet Health,'51199',0
Washington Regional Transplant Community,'51510',0
LifeNet Health,'51515',0
Tennessee Donor Services,'51520',0
LifeNet Health,'51530',0
LifeNet Health,'51540',0
LifeNet Health,'51550',0
LifeNet Health,'51570',0
LifeNet Health,'51580',0
Carolina Donor Services,'51590',0
LifeNet Health,'51595',0
Washington Regional Transplant Community,'51600',0
Washington Regional Transplant Community,'51610',0
LifeNet Health,'51620',0
Washington Regional Transplant Community,'51630',0
LifeNet Health,'51640',0
LifeNet Health,'51650',0
LifeNet Health,'51660',0
LifeNet Health,'51670',0
LifeNet Health,'51678',0
LifeNet Health,'51680',0
Washington Regional Transplant Community,'51683',0
Washington Regional Transplant Community,'51685',0
LifeNet Health,'51690',0
LifeNet Health,'51700',0
LifeNet Health,'51710',0
Tennessee Donor Services,'51720',0
LifeNet Health,'51730',0
LifeNet Health,'51735',0
LifeNet Health,'51740',0
LifeNet Health,'51750',0
LifeNet Health,'51760',1
LifeNet Health,'51760',0
LifeNet Health,'51770',0
LifeNet Health,'51775',0
LifeNet Health,'51790',0
LifeNet Health,'51800',0
LifeNet Health,'51810',0
LifeNet Health,'51820',0
LifeNet Health,'51830',0
LifeNet Health,'51840',0
LifeCenter Northwest,'53001',0
LifeCenter Northwest,'53003',0
LifeCenter Northwest,'53005',0
LifeCenter Northwest,'53007',0
LifeCenter Northwest,'53009',0
Pacific Northwest Transplant Bank,'53011',0
LifeCenter Northwest,'53013',0
Pacific Northwest Transplant Bank,'53015',0
LifeCenter Northwest,'53017',0
LifeCenter Northwest,'53019',0
LifeCenter Northwest,'53021',0
LifeCenter Northwest,'53023',0
LifeCenter Northwest,'53025',0
LifeCenter Northwest,'53027',0
LifeCenter Northwest,'53029',0
LifeCenter Northwest,'53031',0
LifeCenter Northwest,'53033',0
LifeCenter Northwest,'53035',0
LifeCenter Northwest,'53037',0
LifeCenter Northwest,'53039',0
LifeCenter Northwest,'53041',0
LifeCenter Northwest,'53043',0
LifeCenter Northwest,'53045',0
LifeCenter Northwest,'53047',0
LifeCenter Northwest,'53049',0
LifeCenter Northwest,'53051',0
LifeCenter Northwest,'53053',0
LifeCenter Northwest,'53055',0
LifeCenter Northwest,'53057',0
Pacific Northwest Transplant Bank,'53059',0
LifeCenter Northwest,'53061',0
LifeCenter Northwest,'53063',0
LifeCenter Northwest,'53065',0
LifeCenter Northwest,'53067',0
LifeCenter Northwest,'53069',0
Pacific Northwest Transplant Bank,'53071',0
LifeCenter Northwest,'53073',0
LifeCenter Northwest,'53075',0
LifeCenter Northwest,'53077',0
Center for Organ Recovery and Education,'54001',0
Washington Regional Transplant Community,'54003',0
Center for Organ Recovery and Education,'54005',0
Center for Organ Recovery and Education,'54007',0
Lifeline of Ohio,'54009',0
Kentucky Organ Donor Affiliates,'54011',0
Center for Organ Recovery and Education,'54013',0
Center for Organ Recovery and Education,'54015',0
Center for Organ Recovery and Education,'54017',0
Center for Organ Recovery and Education,'54019',0
Center for Organ Recovery and Education,'54021',0
Center for Organ Recovery and Education,'54023',0
Center for Organ Recovery and Education,'54025',0
Center for Organ Recovery and Education,'54027',0
Lifeline of Ohio,'54029',0
Center for Organ Recovery and Education,'54031',0
Center for Organ Recovery and Education,'54033',0
Center for Organ Recovery and Education,'54035',0
Washington Regional Transplant Community,'54037',0
Center for Organ Recovery and Education,'54039',0
Center for Organ Recovery and Education,'54041',0
Center for Organ Recovery and Education,'54043',0
Center for Organ Recovery and Education,'54045',0
Center for Organ Recovery and Education,'54047',0
Center for Organ Recovery and Education,'54049',0
Lifeline of Ohio,'54051',0
Center for Organ Recovery and Education,'54053',0
Center for Organ Recovery and Education,'54055',0
Center for Organ Recovery and Education,'54057',0
Center for Organ Recovery and Education,'54059',0
Center for Organ Recovery and Education,'54061',0
Center for Organ Recovery and Education,'54063',0
Center for Organ Recovery and Education,'54065',0
Center for Organ Recovery and Education,'54067',0
Lifeline of Ohio,'54069',0
Center for Organ Recovery and Education,'54071',0
Center for Organ Recovery and Education,'54073',0
Center for Organ Recovery and Education,'54075',0
Center for Organ Recovery and Education,'54077',0
Center for Organ Recovery and Education,'54079',0
Center for Organ Recovery and Education,'54081',0
Center for Organ Recovery and Education,'54083',0
Center for Organ Recovery and Education,'54085',0
Center for Organ Recovery and Education,'54087',0
Center for Organ Recovery and Education,'54089',0
Center for Organ Recovery and Education,'54091',0
Center for Organ Recovery and Education,'54093',0
Center for Organ Recovery and Education,'54095',0
Center for Organ Recovery and Education,'54097',0
Kentucky Organ Donor Affiliates,'54099',0
Center for Organ Recovery and Education,'54101',0
Center for Organ Recovery and Education,'54103',0
Center for Organ Recovery and Education,'54105',0
Lifeline of Ohio,'54107',0
Center for Organ Recovery and Education,'54109',0
UW Health Organ and Tissue Donation,'55001',0
UW Health Organ and Tissue Donation,'55003',0
UW Health Organ and Tissue Donation,'55005',0
UW Health Organ and Tissue Donation,'55007',0
UW Health Organ and Tissue Donation,'55009',0
UW Health Organ and Tissue Donation,'55011',0
UW Health Organ and Tissue Donation,'55013',0
UW Health Organ and Tissue Donation,'55015',0
UW Health Organ and Tissue Donation,'55017',0
UW Health Organ and Tissue Donation,'55019',0
UW Health Organ and Tissue Donation,'55021',0
UW Health Organ and Tissue Donation,'55023',0
UW Health Organ and Tissue Donation,'55025',0
UW Health Organ and Tissue Donation,'55027',0
Wisconsin Donor Network,'55029',0
LifeSource Upper Midwest Organ Procurement Organization,'55031',0
UW Health Organ and Tissue Donation,'55033',0
UW Health Organ and Tissue Donation,'55035',0
UW Health Organ and Tissue Donation,'55037',0
UW Health Organ and Tissue Donation,'55039',0
UW Health Organ and Tissue Donation,'55041',0
UW Health Organ and Tissue Donation,'55043',0
UW Health Organ and Tissue Donation,'55045',0
UW Health Organ and Tissue Donation,'55047',0
UW Health Organ and Tissue Donation,'55049',0
UW Health Organ and Tissue Donation,'55051',0
UW Health Organ and Tissue Donation,'55053',0
UW Health Organ and Tissue Donation,'55055',0
UW Health Organ and Tissue Donation,'55057',0
Wisconsin Donor Network,'55059',0
UW Health Organ and Tissue Donation,'55061',0
UW Health Organ and Tissue Donation,'55063',0
UW Health Organ and Tissue Donation,'55065',0
UW Health Organ and Tissue Donation,'55067',0
UW Health Organ and Tissue Donation,'55069',0
Wisconsin Donor Network,'55071',0
UW Health Organ and Tissue Donation,'55073',0
UW Health Organ and Tissue Donation,'55075',0
UW Health Organ and Tissue Donation,'55077',0
UW Health Organ and Tissue Donation,'55078',0
Wisconsin Donor Network,'55079',0
UW Health Organ and Tissue Donation,'55081',0
UW Health Organ and Tissue Donation,'55083',0
UW Health Organ and Tissue Donation,'55085',0
UW Health Organ and Tissue Donation,'55087',0
Wisconsin Donor Network,'55089',0
UW Health Organ and Tissue Donation,'55091',0
LifeSource Upper Midwest Organ Procurement Organization,'55093',0
UW Health Organ and Tissue Donation,'55095',0
UW Health Organ and Tissue Donation,'55097',0
UW Health Organ and Tissue Donation,'55099',0
Wisconsin Donor Network,'55101',0
UW Health Organ and Tissue Donation,'55103',0
UW Health Organ and Tissue Donation,'55105',0
UW Health Organ and Tissue Donation,'55107',0
LifeSource Upper Midwest Organ Procurement Organization,'55109',0
UW Health Organ and Tissue Donation,'55111',0
UW Health Organ and Tissue Donation,'55113',0
UW Health Organ and Tissue Donation,'55115',0
Wisconsin Donor Network,'55117',0
UW Health Organ and Tissue Donation,'55119',0
UW Health Organ and Tissue Donation,'55121',0
UW Health Organ and Tissue Donation,'55123',0
UW Health Organ and Tissue Donation,'55125',0
Wisconsin Donor Network,'55127',0
UW Health Organ and Tissue Donation,'55129',0
Wisconsin Donor Network,'55131',0
Wisconsin Donor Network,'55133',0
UW Health Organ and Tissue Donation,'55135',0
UW Health Organ and Tissue Donation,'55137',0
UW Health Organ and Tissue Donation,'55139',0
UW Health Organ and Tissue Donation,'55141',0
Donor Alliance,'56001',0
Donor Alliance,'56003',0
Donor Alliance,'56005',0
Donor Alliance,'56007',0
Donor Alliance,'56009',0
Donor Alliance,'56011',0
Donor Alliance,'56013',0
Donor Alliance,'56015',0
Donor Alliance,'56017',0
Donor Alliance,'56019',0
Donor Alliance,'56021',0
Intermountain Donor Services,'56023',0
Donor Alliance,'56025',0
Donor Alliance,'56027',0
Donor Alliance,'56029',0
Donor Alliance,'56031',0
Donor Alliance,'56033',0
Donor Alliance,'56035',0
Intermountain Donor Services,'56037',0
Donor Alliance,'56039',0
Intermountain Donor Services,'56041',0
Donor Alliance,'56043',0
Donor Alliance,'56045',0
LifeLink of Puerto Rico,'72001',0
LifeLink of Puerto Rico,'72003',0
LifeLink of Puerto Rico,'72005',0
LifeLink of Puerto Rico,'72007',0
LifeLink of Puerto Rico,'72009',0
LifeLink of Puerto Rico,'72011',0
LifeLink of Puerto Rico,'72013',0
LifeLink of Puerto Rico,'72015',0
LifeLink of Puerto Rico,'72017',0
LifeLink of Puerto Rico,'72019',0
LifeLink of Puerto Rico,'72021',0
LifeLink of Puerto Rico,'72023',0
LifeLink of Puerto Rico,'72025',0
LifeLink of Puerto Rico,'72027',0
LifeLink of Puerto Rico,'72029',0
LifeLink of Puerto Rico,'72031',0
LifeLink of Puerto Rico,'72033',0
LifeLink of Puerto Rico,'72035',0
LifeLink of Puerto Rico,'72037',0
LifeLink of Puerto Rico,'72039',0
LifeLink of Puerto Rico,'72041',0
LifeLink of Puerto Rico,'72043',0
LifeLink of Puerto Rico,'72045',0
LifeLink of Puerto Rico,'72047',0
LifeLink of Puerto Rico,'72049',0
LifeLink of Puerto Rico,'72051',0
LifeLink of Puerto Rico,'72053',0
LifeLink of Puerto Rico,'72054',0
LifeLink of Puerto Rico,'72055',0
LifeLink of Puerto Rico,'72057',0
LifeLink of Puerto Rico,'72059',0
LifeLink of Puerto Rico,'72061',0
LifeLink of Puerto Rico,'72063',0
LifeLink of Puerto Rico,'72065',0
LifeLink of Puerto Rico,'72067',0
LifeLink of Puerto Rico,'72069',0
LifeLink of Puerto Rico,'72071',0
LifeLink of Puerto Rico,'72073',0
LifeLink of Puerto Rico,'72075',0
LifeLink of Puerto Rico,'72077',0
LifeLink of Puerto Rico,'72079',0
LifeLink of Puerto Rico,'72081',0
LifeLink of Puerto Rico,'72083',0
LifeLink of Puerto Rico,'72085',0
LifeLink of Puerto Rico,'72087',0
LifeLink of Puerto Rico,'72089',0
LifeLink of Puerto Rico,'72091',0
LifeLink of Puerto Rico,'72093',0
LifeLink of Puerto Rico,'72095',0
LifeLink of Puerto Rico,'72097',0
LifeLink of Puerto Rico,'72099',0
LifeLink of Puerto Rico,'72101',0
LifeLink of Puerto Rico,'72103',0
LifeLink of Puerto Rico,'72105',0
LifeLink of Puerto Rico,'72107',0
LifeLink of Puerto Rico,'72109',0
LifeLink of Puerto Rico,'72111',0
LifeLink of Puerto Rico,'72113',0
LifeLink of Puerto Rico,'72115',0
LifeLink of Puerto Rico,'72117',0
LifeLink of Puerto Rico,'72119',0
LifeLink of Puerto Rico,'72121',0
LifeLink of Puerto Rico,'72123',0
LifeLink of Puerto Rico,'72125',0
LifeLink of Puerto Rico,'72127',0
LifeLink of Puerto Rico,'72129',0
LifeLink of Puerto Rico,'72131',0
LifeLink of Puerto Rico,'72133',0
LifeLink of Puerto Rico,'72135',0
LifeLink of Puerto Rico,'72137',0
LifeLink of Puerto Rico,'72139',0
LifeLink of Puerto Rico,'72141',0
LifeLink of Puerto Rico,'72143',0
LifeLink of Puerto Rico,'72145',0
LifeLink of Puerto Rico,'72147',0
LifeLink of Puerto Rico,'72149',0
LifeLink of Puerto Rico,'72151',0
LifeLink of Puerto Rico,'72153',0
LifeLink of Puerto Rico,'78010',0
LifeLink of Puerto Rico,'78020',0
LifeLink of Puerto Rico,'78030',0
